Date,Current Red-Phase: Aksum (A),Current White-Phase: Aksum (A),Current Blue-Phase: Aksum (A),Current Red-Phase: Maps (A),Current White-Phase: Maps (A),Current Blue-Phase: Maps (A),Current Red-Phase: Songhai (A),Current White-Phase: Songhai (A),Current Blue-Phase: Songhai (A)
09/05/2019 00:00,33.9,20.9,20,38.8,34.3,22.6,31,28.2,14.3
09/05/2019 01:00,31.8,20.6,20.6,37.5,34.2,22.2,31.9,28.3,17.5
09/05/2019 02:00,31.8,20.4,19,36.5,30.9,22.6,38.2,35.3,22.4
09/05/2019 03:00,31.1,21.5,21.1,36.9,30.4,23.6,38.4,34.8,23.2
09/05/2019 04:00,56,44.6,45,34.5,27.5,20.9,38.9,36.4,24.2
09/05/2019 05:00,43.8,34.1,34.2,39.2,35.9,27.9,35.8,33.7,22.2
09/05/2019 06:00,31.3,21,20.4,33.8,29,20.7,36.7,33.1,22.5
09/05/2019 07:00,27.3,17.3,16.9,33.9,28.7,20.7,36.2,33.2,22.9
09/05/2019 08:00,30,18.6,17.8,28.1,22.8,14.9,35.6,33.1,23
09/05/2019 09:00,30.3,18.2,17.2,28.3,22.2,13.6,37.3,33.6,22.8
09/05/2019 10:00,22.6,9.8,8.2,27.3,21,12.2,23.4,22,10.1
09/05/2019 11:00,18.9,7.5,5.7,28.8,23.8,15.5,33.6,37.6,25.9
09/05/2019 12:00,18.7,7.4,5.1,31.2,26.5,17.9,25.1,21.2,8.6
09/05/2019 13:00,20.7,13.1,10.8,31.2,26.2,17.5,22.2,20.6,7.6
09/05/2019 14:00,19.7,8.3,5.9,32.6,25.7,17.1,19.6,13.9,3
09/05/2019 15:00,21.5,10.5,7.8,26.9,20,12,20.6,16.3,4.3
09/05/2019 16:00,23.5,11.1,7.9,29.4,22.2,14.6,20.8,17,4.8
09/05/2019 17:00,20.8,8.6,6.6,25.2,18.8,10.1,23.6,17.4,6.4
09/05/2019 18:00,26.2,16.1,14.9,24.9,22.8,11.5,38.6,34.6,22.7
09/05/2019 19:00,43.6,30.3,28,40.7,36.5,26.7,44.7,44,31.4
09/05/2019 20:00,49.8,27,27.4,39.2,33.5,24.7,47.8,45,32.9
09/05/2019 21:00,37.1,23.7,21.4,40.4,34.6,25.6,46,40.4,32.9
09/05/2019 22:00,37.2,24.4,23.8,51.2,43.6,33.3,47.3,41.5,31.8
09/05/2019 23:00,38.7,25.7,24.2,47.6,43.4,29.9,39.8,39,27.3
10/05/2019 00:00,49.7,37.5,35.4,42,39.2,27.4,40.3,37.8,27.2
10/05/2019 01:00,44.5,32.4,31.1,39.9,35.5,27.1,40.9,38.2,26.2
10/05/2019 02:00,44.2,31,30.6,41.4,35.8,28,37.6,34.4,24.7
10/05/2019 03:00,36.7,25.8,24.9,37.8,30.9,23.7,37.4,31.8,23.1
10/05/2019 04:00,48.9,38.2,37.5,32.9,26.4,18.9,35.8,31.9,23.6
10/05/2019 05:00,48.9,38.8,38.5,31.7,27.4,19.6,36.5,32.4,23.3
10/05/2019 06:00,33.8,24.1,22.7,31.7,26.3,18.5,38,34,25
10/05/2019 07:00,38.6,29,28.4,33.1,27.3,20.3,39.4,35.8,26.4
10/05/2019 08:00,28.9,17.3,16.7,29.6,23.2,15.9,37.4,34,24.6
10/05/2019 09:00,19.3,6.7,4.9,24.4,20.7,13,28.2,26.5,15.8
10/05/2019 10:00,18.7,6.9,4.6,27.6,21.7,14.1,23.8,20.6,9.6
10/05/2019 11:00,20,7,4.7,27.3,21.8,13.5,19.8,16.7,8
10/05/2019 12:00,21.1,8.1,5.8,26.8,20.9,13.2,17.8,15.1,4.1
10/05/2019 13:00,19.4,9.8,7.9,27.7,24.9,17.1,20.5,18.3,6.5
10/05/2019 14:00,19.6,7.6,4.4,30.5,23.4,15.3,21.7,18.9,6.3
10/05/2019 15:00,21.4,10.1,7.6,28.6,24.7,15.4,27.7,25.5,14.1
10/05/2019 16:00,18.3,6.7,5,29.6,25.9,16.2,27.2,25,13.9
10/05/2019 17:00,19.2,7.9,11.2,24.6,23.7,14.2,22.4,19.9,9.2
10/05/2019 18:00,30.7,21.3,24.3,34.5,29.9,21.3,29.9,28.6,18.2
10/05/2019 19:00,52.8,44.1,45.6,43.3,42.1,29.7,36,33.8,24.6
10/05/2019 20:00,65,46.4,43.2,37.9,38.6,29.7,44.9,39.9,30.4
10/05/2019 21:00,47.8,33.9,31.6,46.1,40.9,31.1,41,39,27.9
10/05/2019 22:00,53.2,39.9,36.6,43.9,41,30.6,41.6,35.6,27.7
10/05/2019 23:00,35.5,22.4,21.9,45,39.9,30.7,38.8,36.3,25.5
11/05/2019 00:00,34.5,20.7,20.9,34.5,29.5,21,36.6,34,24.1
11/05/2019 01:00,30.2,19.4,17.9,33.4,29.4,20,35.3,33.5,23.7
11/05/2019 02:00,28.8,20.2,18.2,33.5,30.1,22,34,32.5,22.5
11/05/2019 03:00,45.1,34.6,34.9,31.4,27.8,19.4,34.9,34.4,24
11/05/2019 04:00,49,39,39.2,34.7,27.4,19.8,26.8,25.6,15.3
11/05/2019 05:00,36.1,24.4,25.4,28.8,23.8,16.8,35.6,34.5,24.8
11/05/2019 06:00,26.5,16,15.3,28.6,24.1,16.3,29.9,29.2,18
11/05/2019 07:00,35,24.8,24.9,28.8,23.5,15.7,31.5,29.8,19.7
11/05/2019 08:00,26.9,15.5,15.2,28.5,24.1,15.9,21.3,19.8,10.9
11/05/2019 09:00,17.5,5.7,4.5,22.9,19.1,10.9,20.8,20,8.3
11/05/2019 10:00,18.8,6.4,4.5,29.1,24.8,15.7,19.8,19.1,7
11/05/2019 11:00,17.8,6.7,4.7,27.2,22.1,13.4,17.3,16.6,4.7
11/05/2019 12:00,16.7,6.7,4.6,25.6,21.8,13.7,19.4,18.9,7.1
11/05/2019 13:00,20.1,7.2,6.7,26,20.8,12.4,15.3,13.3,1.5
11/05/2019 14:00,18.8,7.8,5.3,24.6,20,11.3,15.7,13.3,1.5
11/05/2019 15:00,17.4,7.1,4.4,25.5,18.8,11.5,15.7,13.5,1.9
11/05/2019 16:00,21.3,10.5,7.5,22.2,17.5,9.4,15.8,12.9,1.7
11/05/2019 17:00,24.1,14,12.4,22.7,18.7,9.3,25.7,26.2,16.6
11/05/2019 18:00,18.5,8.9,5.8,34.2,30.1,20.5,28.3,26.8,21.1
11/05/2019 19:00,39.7,29.2,27.6,41.5,33.4,24.7,38.8,31,23.7
11/05/2019 20:00,42.8,32,32.7,42.7,36.3,27.6,53.5,47.6,37.5
11/05/2019 21:00,42.2,31,31.3,40.3,33.9,25.2,67.7,62.7,54.1
11/05/2019 22:00,53.6,42.1,43,37.1,33.9,25.5,43.4,42.7,29.9
11/05/2019 23:00,41.7,30.8,30.5,39.3,33.4,25.3,40.8,40.2,28.8
12/05/2019 00:00,34.1,24.3,23,41.8,36.8,31.9,25.3,23.6,12.6
12/05/2019 01:00,36.3,25.9,26.1,32.3,28.5,19.2,35.4,32.8,22.6
12/05/2019 02:00,32.7,22.3,22.7,32.2,27.3,19,34.4,32.4,22
12/05/2019 03:00,32,21,21.4,30.9,25.2,17.5,33.5,31.5,21.9
12/05/2019 04:00,30,18.5,18.9,28.1,23.3,15.4,27.9,26.2,16
12/05/2019 05:00,29.7,19.9,19.6,27.5,22.6,15.4,32.5,30.5,21.1
12/05/2019 06:00,27.4,17,16.9,28.5,21.6,15.5,25.5,23.7,13.2
12/05/2019 07:00,27.6,17.6,17.7,26.3,18.8,13.3,28.7,26.6,17.1
12/05/2019 08:00,17.9,7.8,5.8,21.3,15.9,9.8,19,16.1,6.1
12/05/2019 09:00,17,6.4,3.7,21.3,15.7,8.4,20.3,17.1,7.3
12/05/2019 10:00,16.4,6.7,3.7,20.9,17.5,9.8,22.1,20,9.6
12/05/2019 11:00,21.3,7.2,4,26.3,20.2,12.5,15.7,13.6,2.7
12/05/2019 12:00,22.4,7.4,3.9,24.3,20.8,11.3,14.6,12.4,1.4
12/05/2019 13:00,21.8,7.5,3.7,24.8,20.5,11.3,14.9,12.5,1.4
12/05/2019 14:00,19.4,11.2,7.8,23.6,17.9,9.9,15.8,13.6,3
12/05/2019 15:00,28.4,17.5,14.1,22.9,16.2,8.4,18.5,15.5,3.8
12/05/2019 16:00,22,9.7,5,22,17.5,8.6,17.4,15.2,3.4
12/05/2019 17:00,21.7,11.7,8.6,22.1,16.8,8.7,16.5,13.2,1.5
12/05/2019 18:00,18.7,8.4,6.1,23.5,18.2,11.5,21.8,19.6,8.7
12/05/2019 19:00,19.8,7.9,6.7,29.2,23.7,15.2,25.7,23,12.7
12/05/2019 20:00,20.5,9,5.4,29,23.6,18.7,40.1,38.7,27.7
12/05/2019 21:00,23.9,9.8,5.1,29.9,23.3,16.4,42,38.2,29.7
12/05/2019 22:00,25.7,13,8.8,34.4,28.5,21.3,38.8,37,25.9
12/05/2019 23:00,48.2,39,37.2,36,31.4,24.8,41.1,38,28.7
13/05/2019 00:00,55.5,43,41.8,36.1,30,24.3,38.2,37,25.5
13/05/2019 01:00,43.9,31.4,30.6,31.6,27.6,22.5,36.4,34.4,23.8
13/05/2019 02:00,40,29.3,30.3,36.2,31.7,23.3,37.9,33.6,24.4
13/05/2019 03:00,36.4,26,27.1,32.7,26.3,19.6,36.3,34.3,24.7
13/05/2019 04:00,43.3,32.9,33.3,37.1,29.9,23.9,36.3,31.8,23.2
13/05/2019 05:00,33.7,23.6,23.7,30.7,25.3,18.9,33.3,30.4,21.6
13/05/2019 06:00,32.8,22.6,22.6,29.8,24.9,17.7,27.7,24.9,14.8
13/05/2019 07:00,35.8,22,22.2,28.4,22.9,15.7,29.8,27.3,17.7
13/05/2019 08:00,23.9,8.4,6.1,23.4,19.5,12.1,21,18.5,7.9
13/05/2019 09:00,16.5,6.2,3.7,23.3,17.5,10,19,18.3,7.7
13/05/2019 10:00,21.3,9.7,8.2,21.3,15.3,7.6,18.8,16.5,5.7
13/05/2019 11:00,16.7,6.9,3.6,26.6,22.1,13.9,18.1,15.7,4.9
13/05/2019 12:00,17,9.1,6,21.6,15.7,8.4,14.8,11.8,1.6
13/05/2019 13:00,22.2,10.6,9,20.9,14.6,7.8,15.4,12.8,2.9
13/05/2019 14:00,18.8,8.6,5.7,22.3,16,9.6,16.7,13.3,5.2
13/05/2019 15:00,17.8,6.5,4.4,21.4,16.2,9.1,17.5,16.2,6.4
13/05/2019 16:00,17.3,6.6,3.3,21.7,15.3,8.8,22.1,16.4,7
13/05/2019 17:00,17.2,6.7,5.1,20.7,14.1,6.5,20.2,15.2,4.7
13/05/2019 18:00,18.2,8.3,5,20,14.8,7.9,27.5,23.8,13.4
13/05/2019 19:00,24.8,9.3,6.3,21,17.6,10.9,21,19.7,11.3
13/05/2019 20:00,39.6,28.2,27.2,26.3,21.8,15.8,28.8,27.6,16.6
13/05/2019 21:00,32.4,22.9,20.7,24.2,21.6,12.5,26.2,26.3,13.7
13/05/2019 22:00,38.2,28.3,27.3,30,26.8,19,40.8,40.8,29.2
13/05/2019 23:00,44.1,32.7,32,35.4,31.5,28,38.8,35.7,25.8
14/05/2019 00:00,38,25.5,25,39.1,37.4,27.7,37.8,37.4,26
14/05/2019 01:00,40.7,30.2,28.7,34,30.3,22.7,34.6,31.4,22.4
14/05/2019 02:00,36,25.7,24.9,38.4,34.6,27.5,33.8,29.5,21.9
14/05/2019 03:00,33.7,23.1,23.2,30.1,25.9,19.2,33.6,29.6,21.5
14/05/2019 04:00,33,21.2,20.8,26.1,21.7,14.9,33.5,30.1,21.4
14/05/2019 05:00,30.8,20.4,19.9,27.5,23.4,16.7,33.2,30.6,22.2
14/05/2019 06:00,28.5,19.2,17.9,29.3,25.7,18.4,34.9,31.6,22.3
14/05/2019 07:00,28,18.7,17.3,28.5,24.1,17,33.7,30.2,21.9
14/05/2019 08:00,18.2,8.5,5.8,22.4,17.2,10.1,21.5,17.4,8.3
14/05/2019 09:00,19.5,9.1,6.6,20,14.8,7.4,19.4,16.6,6.8
14/05/2019 10:00,19.9,8,5.5,19.8,14.9,8.3,15,11.5,1.4
14/05/2019 11:00,20.9,9.8,6.9,23.1,16,9,15.2,12,1.4
14/05/2019 12:00,17.5,6.4,3.7,20.5,13.5,6.4,15.3,12.8,2.6
14/05/2019 13:00,21.9,6.6,4.2,17.9,13.7,6.7,16.8,13.4,3.6
14/05/2019 14:00,18.2,6.8,4,21.1,15.4,8.5,16.6,12.6,2.1
14/05/2019 15:00,27.7,6.6,4.4,18,13.8,6.3,15.8,12,2
14/05/2019 16:00,27.4,6.6,3.4,19.9,16.1,8.7,16.1,12.2,1.7
14/05/2019 17:00,27.4,6.6,4.5,20.9,15.5,9.7,15.8,12.7,4
14/05/2019 18:00,22.3,7.4,5,21.1,17,10.2,15.8,14,3
14/05/2019 19:00,18.1,7.2,5,25.7,24.4,18.1,24.4,21.3,15.8
14/05/2019 20:00,28,17.5,15.7,26.8,20.8,14.7,25.5,22.3,14.8
14/05/2019 21:00,33.7,24.3,23,29.6,25.9,20.5,33.3,31,23.8
14/05/2019 22:00,43.6,33.3,31,34.4,29.4,23.1,42.7,40.2,32.5
14/05/2019 23:00,41.1,29.6,29.3,32.6,27.8,21,41.2,44.1,34.9
15/05/2019 00:00,36.6,25.9,24.9,33.1,29,22.1,25.6,21.6,12.4
15/05/2019 01:00,44,32.2,32.4,32.8,29.1,23,24.8,21.5,11.1
15/05/2019 02:00,37.8,27.6,27,30.4,26.6,20.2,28.2,25,15.7
15/05/2019 03:00,32,21.8,21.9,28.3,23.6,18.1,48.3,43,35.3
15/05/2019 04:00,30.7,19.4,19.3,26.4,21.9,16.3,39,35.3,27.6
15/05/2019 05:00,30.4,19.9,19.4,23.4,19.1,13.5,32.3,29.3,21.6
15/05/2019 06:00,29.1,19.9,18.8,23.7,19.5,13.3,32.2,29.2,20.3
15/05/2019 07:00,28.5,15.5,14.5,25.9,20.8,14.9,31.6,28.3,20
15/05/2019 08:00,28.6,10.3,8,21.8,16.7,10.3,26.1,22.9,14.3
15/05/2019 09:00,23,7,4.7,18.6,13.9,7,19,15.7,6.8
15/05/2019 10:00,17.7,6.6,4,21.8,16.6,9.7,15.1,12,2
15/05/2019 11:00,16.9,6.5,4,17.8,11.5,4.4,15.1,11.2,1.3
15/05/2019 12:00,17,6.4,4,21.2,19.1,7.8,15.2,12.8,2.6
15/05/2019 13:00,16.8,7.2,4.5,19.9,14.7,7.4,16.1,12.9,2.5
15/05/2019 14:00,17.3,7.1,4,21.5,15.4,7.2,15.6,11.6,1.4
15/05/2019 15:00,17.8,7.1,4.4,21.3,16.3,9.3,15.2,11.4,1.6
15/05/2019 16:00,18.6,7.8,4.8,20.9,14.9,8.9,15.2,12.6,2.9
15/05/2019 17:00,20,8.8,5.7,14.9,12.8,6,16.2,13.9,2.8
15/05/2019 18:00,25.6,13.5,11.6,17.1,16.3,6.5,19.3,20.8,10.4
15/05/2019 19:00,19.4,9.4,10.3,16.7,15.1,7.1,33.7,34,23.9
15/05/2019 20:00,19.7,10.3,8.5,16.3,15.7,6,26.8,24,14.6
15/05/2019 21:00,38.5,31.5,28.7,18.8,15.5,6.5,43.6,42.2,31.9
15/05/2019 22:00,40.9,30.4,27.8,16,12.4,3.4,43.8,42.2,31.9
15/05/2019 23:00,48.3,37.2,34.3,16,11.9,5.1,35,32.3,24.2
16/05/2019 00:00,44.6,34.8,31.5,16.5,11.7,3.5,24.9,22.1,13.9
16/05/2019 01:00,40.4,29.9,26.7,16.4,11.3,3.3,23.4,19.2,10.3
16/05/2019 02:00,38.8,29.4,27.4,14.1,9.7,3.2,27.1,22.8,14.3
16/05/2019 03:00,35.2,25.9,24.3,14,9.5,3,45.4,42.4,33.6
16/05/2019 04:00,33.1,23.9,21.6,13.9,9.6,3.1,40.6,37.4,29.3
16/05/2019 05:00,32.4,22.7,20.3,13.5,9.5,3,33.6,29.7,21.5
16/05/2019 06:00,28.7,20.3,17.4,13.3,9.7,2,32.4,28.6,20.2
16/05/2019 07:00,29.2,20.6,18.4,13.7,9.3,2.1,31.3,28.1,20.2
16/05/2019 08:00,20.1,13.4,10.3,13.7,9.4,2.1,23.4,20.3,11.8
16/05/2019 09:00,18.4,10.3,7,13.8,9.3,2,26.2,23.6,14.4
16/05/2019 10:00,20,10.8,7.3,16.6,9.3,2.4,14.8,11.6,1.5
16/05/2019 11:00,17.1,7.3,4.1,14.3,8.9,2.3,14.4,11.3,1.6
16/05/2019 12:00,17.1,9.1,4.1,14,10.7,2.2,15.1,11.1,1.5
16/05/2019 13:00,20,7.2,4.3,14.9,10.1,3.8,14.9,10.8,2
16/05/2019 14:00,18.7,7.4,4.1,14.4,12.4,3.8,15.4,11.8,1.9
16/05/2019 15:00,18.9,8.2,5.1,14.7,9.6,2.5,15.5,12,1.6
16/05/2019 16:00,25.2,12.9,9.2,13.9,8.8,2.5,15.5,11.7,1.6
16/05/2019 17:00,25.1,12.2,8.8,14.4,9.4,2.3,21.5,18.3,10.4
16/05/2019 18:00,20,9.2,5.7,15.1,10.7,3,26.6,24.8,16.9
16/05/2019 19:00,30.9,19.2,15.1,14.7,12.4,3.2,26.7,25,15.5
16/05/2019 20:00,42.1,31.2,25.9,14.4,10.7,3.3,26.7,23.8,14.9
16/05/2019 21:00,56.1,44.4,41.8,14.9,10.7,3.3,26.2,22.1,13.1
16/05/2019 22:00,44.8,34.4,31.8,15.3,11.3,3.7,23.3,19.8,11.3
16/05/2019 23:00,45.4,31.3,28.6,14.6,10.3,4.7,21.6,18.5,9.7
17/05/2019 00:00,46.8,34.9,31.9,14.8,10.7,4.3,23.4,19.6,10.1
17/05/2019 01:00,39.6,31.1,30.3,14.6,10,3.1,21.3,18.3,10
17/05/2019 02:00,39.2,26.6,25.8,15.1,9.5,4.1,20,17.3,8.6
17/05/2019 03:00,41.5,33.5,30.5,14.3,10.1,3.2,38.2,34.1,27.3
17/05/2019 04:00,36,24.1,23.6,13.9,9.9,2.8,57.6,55.1,47.7
17/05/2019 05:00,30,20.2,19.7,13.4,9.5,2.6,54.4,51.9,44.5
17/05/2019 06:00,29.8,20.1,19.3,13,8.5,2,30.2,27.9,19.2
17/05/2019 07:00,29.3,19.6,19,13.3,8.3,2.1,31.3,28.7,20.6
17/05/2019 08:00,19.4,9.4,6.9,13.2,8.4,2.3,26.5,23.7,15.3
17/05/2019 09:00,20.3,7.1,4.2,13.1,10.2,2.2,20.6,18.8,9.1
17/05/2019 10:00,23,8.9,4.5,12.7,9.5,2.3,13.8,11.5,1.5
17/05/2019 11:00,18.3,7.5,4.4,13,10.1,3.6,14.1,11.7,1.8
17/05/2019 12:00,19,7.8,4.5,13,9.8,2.4,14.1,12.1,1.5
17/05/2019 13:00,20,7.3,4.4,13,9.2,2.4,14,11.2,1.6
17/05/2019 14:00,20.2,8.1,5.9,13.4,10.9,3.4,13.8,11.1,1.5
17/05/2019 15:00,20.3,8.1,4.4,12.6,10.3,2.4,13.6,12,1.5
17/05/2019 16:00,19.3,8.3,4.5,12.4,10.6,2.4,13.5,11.8,1.6
17/05/2019 17:00,19.5,8.7,7,14.3,12.3,4.2,14,11.8,1.8
17/05/2019 18:00,19,8,6.1,13.3,12.2,3.8,16.4,14.2,5.3
17/05/2019 19:00,24.5,13.2,9.7,12.9,11.6,8.2,29,27.2,22
17/05/2019 20:00,37.7,28.2,24.5,13.4,11.2,8.3,38.3,35.8,35
17/05/2019 21:00,58.5,48.2,46,14,10.1,3,37.9,35.9,28.3
17/05/2019 22:00,47.4,35.9,31.8,13.8,10.1,3,36,35.3,26.8
17/05/2019 23:00,35.9,26.1,23.6,13.3,10.3,3,38.7,37.6,28.4
18/05/2019 00:00,35.1,25.2,22.3,14,12.1,3.1,37.9,34.2,27.1
18/05/2019 01:00,36,24.9,21.9,14,10.5,3,35,31.4,22.9
18/05/2019 02:00,52.6,41.4,40.2,12.8,10.1,2.9,32.3,30.7,22
18/05/2019 03:00,47.6,37.1,36.1,12.7,9.4,2.8,33,30.1,23.4
18/05/2019 04:00,44.3,32.7,31.2,12.6,9.3,2.5,32.2,30,22.7
18/05/2019 05:00,35.1,24.1,21.8,12.7,9.2,2.4,24.4,22.1,14.5
18/05/2019 06:00,28.4,18.6,15.2,12.6,9.2,1.9,31.4,29.1,21.1
18/05/2019 07:00,35,25,22.7,12.6,8.8,2.1,24,22.4,14.1
18/05/2019 08:00,29.3,18.6,15.8,13,9,1.9,28.9,26.8,19.1
18/05/2019 09:00,19.6,8.5,4.5,13.1,8.8,1.9,17.9,16.1,7.5
18/05/2019 10:00,22.7,11.7,8.2,12.8,9.4,1.8,19.5,18.2,9
18/05/2019 11:00,19.8,8.1,4.8,12.6,8.7,1.9,16.7,14.3,4.9
18/05/2019 12:00,19.4,7.7,5.5,12.6,9.5,2.2,16.1,13.5,4.2
18/05/2019 13:00,25.8,13.8,11.1,14.2,15.4,8.3,16.2,13.9,4.2
18/05/2019 14:00,20.4,8.6,4.9,13.4,9.7,1.8,14.3,11.3,1.5
18/05/2019 15:00,23.5,9.1,4.7,13.3,8.8,3.5,15.2,11.1,1.7
18/05/2019 16:00,20.1,9.6,4.2,13.4,8.5,2.3,15.1,12.2,2.9
18/05/2019 17:00,22,10.7,8.7,14.3,10.1,2,18,14.8,6
18/05/2019 18:00,36,22.7,20.8,14,11.7,3.7,37.5,35.2,27.2
18/05/2019 19:00,35.3,22.6,20.2,15.7,15.7,9.2,35.6,33.8,26.3
18/05/2019 20:00,36.9,21.4,19.6,17.6,11.9,4.8,42.1,40,32.2
18/05/2019 21:00,36,22,19.1,18.7,15.7,5.7,35.2,33.1,24.8
18/05/2019 22:00,34.8,23.3,20.3,14.7,11.1,4.7,34.6,32.2,24.4
18/05/2019 23:00,30.9,20.9,15.5,14.3,10.5,3.3,34,32.2,23.6
19/05/2019 00:00,47.6,35.7,32.8,14,10.6,3.2,22.7,20.5,11.6
19/05/2019 01:00,45.9,33.8,31.4,14,9.8,3.4,24,20.9,12.9
19/05/2019 02:00,38.9,28.6,26,13.1,9.7,2.9,21.9,18.7,10.2
19/05/2019 03:00,31.2,21,18,13,9.9,2.9,21.1,17,9.4
19/05/2019 04:00,50.6,39.5,38.7,12.8,10.2,3,20.5,16.1,9.1
19/05/2019 05:00,47.2,34.9,34.7,12.8,9.2,2.9,20.3,16.1,8.6
19/05/2019 06:00,38,26.3,25.7,12.7,8.8,2.3,20.3,16,7.6
19/05/2019 07:00,35.5,24.4,24.2,12.8,8.9,2.2,19.8,15.8,7.7
19/05/2019 08:00,25,14.2,12.4,13.5,9.1,2.4,19.3,15.7,7.7
19/05/2019 09:00,20.6,8.9,6.4,13.1,9.5,2.2,17.7,14.2,6.1
19/05/2019 10:00,21.7,10.2,7.2,13.2,8.9,2.4,21.6,15.6,12
19/05/2019 11:00,20.7,8,5.1,13.6,9.9,3.6,16.8,14,5.7
19/05/2019 12:00,20.9,11.6,9.1,14.8,10.3,2.4,17,14.1,5.3
19/05/2019 13:00,25.2,13.3,11.5,14,9.1,2.5,18.6,16.3,6.9
19/05/2019 14:00,34,19.9,17.8,13.8,8.8,2.5,20.5,18.1,9.1
19/05/2019 15:00,26.9,13,11.8,13.7,9.6,3.4,22.6,19.3,11.3
19/05/2019 16:00,28.9,12.2,9.8,14,9.8,2.4,21.8,18,9.8
19/05/2019 17:00,37.9,21.5,20.8,14.3,9.4,2.7,23.5,19.9,11.9
19/05/2019 18:00,60.9,34.8,30.3,14.7,8.7,5.3,30.2,25,16.5
19/05/2019 19:00,68.9,51.1,49.4,14.8,9.8,2.8,21.9,20.2,10.4
19/05/2019 20:00,65.5,46.6,43.9,14.4,11.8,2.9,21.7,18.1,10.1
19/05/2019 21:00,54.7,35.6,33.2,16,10.7,3.4,22,19.1,10.4
19/05/2019 22:00,55,38.9,35.2,15.5,10.1,3.2,23.2,20.4,12.5
19/05/2019 23:00,37,25,22.6,17,11.5,3.2,23.5,21,13.4
20/05/2019 00:00,35.9,22.8,18.3,15.5,11.1,3.1,24.8,21.2,12.2
20/05/2019 01:00,34.1,22.5,18.4,15.6,9.9,3.8,21,18.2,9.7
20/05/2019 02:00,33.5,21,18.1,13.8,8.6,3.5,21.2,18.1,9.6
20/05/2019 03:00,46.9,36,34.5,13.9,8.5,3.5,21.2,18,9.4
20/05/2019 04:00,52.5,41.7,40,13.5,8.8,3.1,20.2,16.8,9.3
20/05/2019 05:00,38.4,28.4,25.7,13.2,8.8,3,20,17,9.3
20/05/2019 06:00,30.6,20.1,17.5,13.3,8.8,2.1,19.7,16.9,7.9
20/05/2019 07:00,27.4,17.1,15,13.1,8.3,2.1,19.7,16.7,8.4
20/05/2019 08:00,24.4,14.4,12,14.1,9.1,2.1,19.2,17,8
20/05/2019 09:00,30.6,18.2,15.9,54.8,49.2,43.3,19.3,16.8,8
20/05/2019 10:00,33.4,19.6,17.4,74.8,71.8,65.4,19.1,16.5,7.7
20/05/2019 11:00,27.4,10.1,6.9,75,71.7,65.9,20.9,18.3,9.8
20/05/2019 12:00,22.6,8.8,6.7,76.6,72,67.2,17.4,14.9,5
20/05/2019 13:00,21.1,8.6,6.1,75.9,72.8,65.3,19.9,17.3,8
20/05/2019 14:00,28.6,16.8,14.5,76.3,72.7,65.2,19.5,17.2,7.6
20/05/2019 15:00,24.4,12.4,9.5,67.1,63.2,56.6,19.7,16.7,8.2
20/05/2019 16:00,21,8.6,4.9,39.1,33.6,27.9,20.2,17.1,7.5
20/05/2019 17:00,25,13,10.6,38.6,35.2,29.3,20.5,17.5,9.1
20/05/2019 18:00,36.6,23.8,20.7,42.1,37.7,31.2,21.7,18.6,11.1
20/05/2019 19:00,38.3,23.7,20.9,44.8,40.4,34.1,23.2,19.9,12
20/05/2019 20:00,63.6,47.2,44.5,41.9,40.1,34.3,21.7,19.2,11
20/05/2019 21:00,73.4,55.6,45,43.7,42.3,35.6,20.6,18.3,9.8
20/05/2019 22:00,43.5,27.1,21.9,43.2,39.9,33.3,21.4,17.7,9.5
20/05/2019 23:00,35.8,24.2,20,36,32,26.4,20,17.8,9.5
21/05/2019 00:00,33.8,22.7,19.8,37.2,33.6,30.2,19.7,19.3,10.5
21/05/2019 01:00,33.5,23.9,20.1,34.5,31.3,25.6,19.6,17.2,9.2
21/05/2019 02:00,56.7,48.4,44.7,33.3,31.1,24.2,19.9,17.1,9.2
21/05/2019 03:00,48.5,38.5,36.1,30.7,27.4,21.2,20.4,16.8,8.9
21/05/2019 04:00,35.3,25.5,23.8,31.2,28.6,21.6,20.2,16.5,8.7
21/05/2019 05:00,27.7,18.7,16.7,28.5,25.7,19.5,19.3,16.3,8.5
21/05/2019 06:00,36.4,27.8,25.4,27,23.1,16.9,19.2,16.2,7.5
21/05/2019 07:00,33.4,24.8,23.8,27.2,22.2,16.2,19,15.9,7.6
21/05/2019 08:00,19.3,9.2,5.5,25.8,21.9,15.5,17.7,14.7,6.1
21/05/2019 09:00,29.9,18.5,15.8,20.4,14.3,7.7,19.7,17.1,8.6
21/05/2019 10:00,25.4,14,12,13.8,9.6,2.1,15.3,12.2,3.7
21/05/2019 11:00,22.2,11.4,9.2,14.2,9.1,2.4,13.8,10.7,1.8
21/05/2019 12:00,20.9,9.6,5.5,21.4,16.5,11,13.9,10.8,1.6
21/05/2019 13:00,23.5,11.9,9.1,17.5,12.6,6,13.5,10.2,1.7
21/05/2019 14:00,24,13.1,8.8,20.1,16,9.5,13.9,10.5,1.8
21/05/2019 15:00,21.9,8.7,5.5,19.9,17.2,9.3,13.6,10.6,1.4
21/05/2019 16:00,21,8.4,4.6,19.5,16.9,8.1,13.8,10.4,1.3
21/05/2019 17:00,27.4,15.4,14,19.7,16.6,8.4,13.5,10.6,1.6
21/05/2019 18:00,51.8,44.2,42.6,27.2,24.6,17.1,29.5,28.3,20.6
